,psraid,int_date,area,tz,cregion,state,fips,msa,usr,usr1,strata,lang,sample,form,samptype,spouse,qs1,qs2,qs3a,qs3b,sex,marital,m2,m3,m4,lwp2,lwp3,kids,k2,k3,mom,dad,e3,q1,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q6,q7f1,q8f2,q11,q12,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q16,q17,q20,q20vb,q20_1,q20_2,q20_3,q23,q23vb,q23_1,q23_2,q23_3,q24,q27,q28,q29,q30f1,q31f2,q32,q33,q34,q35,q36,q36vb,q36_1,q36_2,q36_3,q37,q38,q39,q40,q41,q41vb,q41_1,q41_2,q41_3,q42,q43,q44f1,q45,q46f2,q47,net1,net2,e1,e2,ideal,e5,fam1,fam2,fam3,fam4,k4,k5,ownrent,citizen,usborn1a,usborn1b,usborn2,age,educ,hisp,race,relig,chr,born,attend,income,regist,regicert,party,partyln,ideo,pvote04a,milnow,veteran,contact,name,website,usbrn1bo,raceos,religos,q2cnt,recage2,recage3,q3new,gen,netsum,milvet,military,density3,rbcounty,receduc,racethn,weight
1566,2872,30807,337,c,3,22,22113,0,R,3,2,1,2,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,2,1,2,NA,NA,NA,NA,10,2,NA,2,2,NA,2,3,2,2,2,2,3,3,2,1,NA,1,1,1,2,1,1,2,1,3,2,1,1,2,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,28,2,2,3,3,1,CONSISTENCY,25,NA,NA,NA,2,2,1,1,BREAKDOWN OF CULTURE AND TRADITION,18,NA,NA,2,1,NA,4,4,3,1,1,3,3,1,NA,2,2,NA,2,NA,NA,1,1,1,NA,1,34,6,2,1,5,NA,2,6,6,1,1,3,1,3,1,7,7,1,1,1,                                ,                                ,                                ,1,2,1,5,3,1,2,99,1,4,4,1,10.75
1567,2873,30807,732,e,1,34,34025,35620,S,2,2,1,1,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,3,NA,2,2,2,3,1,10,NA,NA,7,NA,NA,NA,10,8,1,3,3,3,2,2,2,1,1,2,1,1,NA,2,2,1,1,2,1,1,2,1,1,3,2,2,2,1,IT WAS THE THING TO DO AT THAT TIME,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,1,DONT KNOW,99,NA,NA,8,3,2,1,1,SOCIETY TODAY IS CHANING,17,NA,NA,4,3,4,4,NA,3,1,1,1,3,3,3,1,1,2,3,NA,NA,2,1,1,NA,2,80,5,2,1,2,NA,2,2,6,1,1,3,2,2,1,7,1,2,NA,1,                                ,                                ,                                ,2,4,2,1,2,1,1,2,4,3,3,1,9.75
1568,2874,30807,770,e,3,13,13121,12060,S,2,1,1,3,2,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,3,2,1,NA,1,1,1,1,9,NA,9,NA,9,9,8,6,9,5,2,3,1,2,2,2,2,1,1,1,NA,1,4,4,2,1,2,2,2,2,1,1,2,1,2,2,1,CHILDREN,24,NA,NA,1,ECONOMICS,11,NA,NA,1,NA,NA,NA,NA,36,3,2,2,2,1,MEDIA INFLUENCE,36,NA,NA,8,2,1,2,1,FATHER IS NOT A PART OF CHILDS LIFE THERE IS A PROBLEM,13,NA,NA,4,4,NA,2,1,2,1,1,3,3,2,3,1,1,2,1,4,2,2,1,2,300,2,39,7,2,2,8,NA,NA,5,9,2,NA,2,NA,3,2,7,1,1,1,1,CARRIBBEAN,                                ,                                ,5,2,1,5,1,1,1,2,4,2,4,2,18.3125
1569,2875,30807,847,c,2,17,17097,16980,S,2,4,1,3,1,1,NA,NA,NA,NA,NA,2,2,1,2,2,NA,NA,1,NA,NA,2,2,3,2,NA,10,NA,NA,NA,NA,NA,9,8,2,2,1,3,3,3,3,1,3,3,1,1,NA,2,2,2,1,2,3,2,3,2,2,2,2,2,2,9,                                ,99,NA,NA,9,                                ,99,NA,NA,9,NA,9,9,27,NA,3,1,3,1,1,EDUCATION,14,NA,NA,NA,2,3,1,1,SOCIETY,17,NA,NA,3,3,3,9,NA,2,1,1,3,3,2,NA,1,1,2,2,NA,NA,2,2,2,10,2,32,6,2,3,8,NA,NA,6,6,2,NA,9,9,9,2,7,7,2,NA,2,                                ,                                ,                                ,2,2,1,2,1,1,2,99,4,3,4,4,6.4375
1570,2877,30807,773,c,2,17,17031,16980,U,1,6,1,3,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,1,NA,NA,1,2,1,2,NA,NA,NA,NA,7,8,NA,6,8,NA,3,3,3,2,2,3,3,1,2,2,1,NA,1,1,1,1,1,1,1,3,1,3,3,1,2,2,1,BECAUSE I DIDNT BELIEVE IN LIVING TOGETHER,15,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,28,NA,2,2,1,2,1,DRUGS,29,NA,NA,NA,1,1,1,1,OUR SOCIETY IS MORE ACCEPTING OF IT OPPOSED TO 20 OR 30 YEARS AGO-IT WAS REALLY TABOO BACK IN THE ''50''S,17,NA,NA,1,2,2,3,NA,1,1,1,3,3,2,NA,2,1,1,1,NA,NA,1,1,1,NA,1,38,7,2,2,1,1,2,5,4,1,1,4,9,2,1,7,7,1,1,1,                                ,                                ,CHRISTIAN,0,2,1,10,3,1,2,99,5,1,4,2,2.125
1571,2878,30807,303,m,4,8,8031,19740,U,1,5,1,2,2,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,3,NA,2,1,2,3,2,NA,NA,NA,8,NA,10,NA,7,5,NA,1,2,2,2,2,2,1,1,3,2,NA,2,3,2,1,2,1,1,2,2,1,1,3,1,2,2,1,BELIEF THAT EVERYTHING WAS BEAUTIFUL AND WONDERFUL.,14,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,24,2,2,1,2,1,RESPECT,98,NA,NA,4,2,2,1,1,NOT ESTABLISHING LONG TERM RELATIONSHIPS,24,NA,NA,3,2,NA,4,2,3,1,1,3,3,3,NA,1,1,1,1,NA,NA,2,1,1,NA,1,62,5,2,1,1,NA,1,6,1,1,1,1,NA,3,1,7,7,2,NA,1,                                ,                                ,                                ,1,3,2,6,3,1,2,99,5,1,3,1,2.4375
1572,2879,30807,773,c,2,17,17031,16980,U,1,6,1,3,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,1,3,2,1,NA,2,2,3,3,8,NA,3,NA,NA,NA,NA,6,5,NA,3,2,2,2,2,2,2,1,3,1,2,NA,2,2,2,3,3,3,2,3,1,1,2,3,1,1,1,LOVE,16,NA,NA,1,TIME TO THINK,16,NA,NA,2,NA,NA,NA,30,NA,2,3,2,2,1,DRUGS,29,NA,NA,8,2,2,1,1,KIDS WITHOUT FATHERS,13,NA,NA,2,4,2,3,NA,3,1,2,1,3,2,2,1,1,2,2,0,2,2,1,1,NA,1,60,5,2,2,1,NA,2,4,3,1,1,2,NA,4,1,7,1,2,NA,2,                                ,                                ,                                ,0,3,2,10,3,1,1,2,5,1,3,2,1.8125
1573,2881,30807,520,z,4,4,4019,46060,U,1,4,1,4,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,2,1,NA,1,1,1,1,10,NA,10,NA,9,10,9,2,5,3,3,1,2,1,3,3,3,3,1,2,1,NA,4,4,4,1,1,3,3,3,1,2,3,1,9,2,1,WE BOTH DECIDED TO TIE A KNOT,21,NA,NA,1,JUST TO BE WITH EACH OTHER 24/7.,17,NA,NA,2,NA,NA,NA,20,NA,2,2,2,2,1,"THE WANT TO BE MORE INDEPENDENT AT SUCH YOUNGER AGE,VIOLENCE AND RESPECTFULLNESS IN THEIR ELDERS",38,28,12,7,1,1,2,1,ACCIDENT/CARELESSNESS,29,NA,NA,4,3,2,2,NA,1,1,1,3,3,1,1,1,1,2,2,17,NA,1,1,2,82,1,35,7,2,1,8,NA,NA,6,3,2,NA,4,9,9,2,7,7,2,NA,2,GERMANY,                                ,                                ,5,2,1,3,4,1,2,99,1,2,4,1,1.75
1574,2884,30807,210,c,3,48,48029,41700,U,1,4,1,6,2,2,2,1,NA,NA,NA,2,1,NA,1,1,2,NA,3,NA,1,2,2,1,2,10,NA,NA,10,0,NA,NA,8,10,1,2,2,3,2,2,2,2,1,2,2,NA,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,1,"WE WANTED TO GET MARRIED, WANTED IT TO BE RIGHT",21,14,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2,2,2,1,POOR PARENTING,19,NA,NA,8,3,3,1,1,PROMISCIOUSTY,11,NA,NA,1,1,NA,4,4,4,1,1,3,3,3,1,1,1,2,2,NA,NA,1,1,1,NA,1,48,5,2,2,1,NA,1,1,7,1,1,1,NA,2,1,7,7,1,1,1,                                ,                                ,                                ,3,2,1,1,3,1,2,99,4,4,3,2,1
1575,2885,30807,773,c,2,17,17031,16980,U,1,6,1,5,1,2,1,1,NA,NA,NA,1,1,NA,2,NA,1,1,2,1,NA,1,1,3,2,10,NA,10,NA,NA,10,10,8,10,3,3,3,2,2,3,2,3,3,3,2,2,NA,1,1,2,1,1,3,1,3,1,1,1,3,1,2,1,I LOVED HER SO MUCH,16,NA,NA,1,TO GET OUT OF THE HOUSE,98,NA,NA,1,NA,NA,NA,33,NA,2,2,2,2,1,SCHOOL,14,NA,NA,10,1,1,3,1,UNCAREFULNESS,29,NA,NA,4,4,4,4,NA,1,2,2,3,3,1,1,1,1,2,1,5,1,2,1,1,NA,1,41,3,2,2,1,NA,2,2,4,1,1,2,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,5,2,1,3,3,2,2,99,5,1,2,2,1.6875
1576,2889,30807,310,p,4,6,6037,31100,S,2,7,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,2,1,NA,2,2,2,2,10,NA,10,NA,8,NA,NA,8,8,1,1,2,3,2,2,3,1,3,2,2,1,NA,1,1,1,1,2,2,9,2,3,2,3,2,1,1,1,CHOSE MY PERSON FOR LIFE PARTNER,16,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,3,2,1,9,                                ,99,NA,NA,7,2,2,1,9,                                ,99,NA,NA,3,3,2,3,NA,4,2,2,3,3,1,3,1,1,1,2,1,1,2,1,1,NA,1,36,2,2,2,6,NA,NA,2,3,2,NA,2,NA,9,2,7,7,1,1,2,                                ,                                ,                                ,2,2,1,1,3,2,2,99,5,1,1,2,3.6875
1577,2890,30807,520,z,4,4,4019,46060,U,1,4,1,1,2,1,NA,NA,NA,NA,NA,1,2,1,2,1,NA,NA,2,1,NA,1,1,1,1,NA,10,10,NA,9,10,8,8,10,3,2,3,3,2,3,3,1,1,3,1,NA,1,4,4,1,1,3,2,2,3,1,1,2,2,2,2,9,                                ,99,NA,NA,1,HAVEN''T DECIDED,98,NA,NA,1,NA,1,3,NA,99,3,3,3,1,1,KEEPING THEM CONSCIOUS,39,NA,NA,9,3,3,1,1,SOCIAL MORALS NOT WHAT THEY USED TO BE,18,NA,NA,4,4,NA,1,1,2,1,1,3,3,1,NA,1,2,NA,3,8,2,1,1,1,NA,1,37,6,2,1,7,2,NA,5,3,1,1,3,2,3,1,7,7,1,1,1,                                ,                                ,SUFISM,5,2,1,3,3,1,2,99,1,2,4,1,1.75
1578,2891,30907,252,e,3,37,37181,0,R,3,3,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,3,NA,2,1,2,3,1,10,NA,NA,10,NA,10,NA,8,8,1,2,3,3,2,2,2,3,3,3,1,2,NA,2,2,3,1,2,3,2,2,2,2,1,2,1,2,1,THE THING TO DO,21,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,3,2,3,3,1,PEER PRESSURE AND OUTSIDE INFLUENCE,32,34,NA,9,3,3,1,1,SOCIETY,17,NA,NA,2,2,9,2,NA,3,1,1,1,3,2,3,1,1,2,3,NA,NA,1,1,1,NA,2,61,7,2,1,1,NA,2,2,6,1,1,2,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,3,3,2,1,2,1,2,99,2,2,4,1,2.1875
1579,2892,30907,305,e,3,12,12086,33100,S,2,5,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,1,1,2,3,2,8,NA,NA,8,NA,8,NA,8,8,NA,1,3,3,2,3,3,3,3,3,1,NA,2,2,3,2,2,2,2,2,2,1,2,1,2,1,2,1,IT''S WAY I WAS RAISED AND WE WERE IN LOVE,14,16,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,3,2,3,2,1,SO MANY THINGS GOING ON TODAY,98,NA,NA,8,2,3,1,1,PEOPLE DON''T REALLY CARE TO DEAL WITH A FAMILY,32,NA,NA,3,3,NA,4,3,3,1,1,3,3,2,1,1,1,2,3,NA,NA,1,1,2,4,2,52,4,1,1,2,NA,9,4,5,1,1,3,9,3,2,7,7,1,1,1,                                ,                                ,                                ,0,3,2,10,1,1,2,99,4,2,2,3,4.1875
1580,2894,30907,773,c,2,17,17031,16980,U,1,6,1,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,4,2,2,2,2,3,1,NA,10,10,10,NA,NA,NA,10,8,3,3,2,3,2,3,2,3,3,3,2,NA,1,4,4,1,2,1,3,1,3,1,3,3,1,1,1,NA,                                ,NA,NA,NA,1,IT WASNT IMPORTANT AT THAT TIME,19,NA,NA,1,NA,1,3,NA,30,2,3,2,3,1,UNDERSTANDING,21,NA,NA,7,3,3,2,1,PARENTING SKILLS FALLING TO THE WAYSIDE,25,NA,NA,4,4,NA,4,2,4,1,1,3,3,1,NA,2,3,2,1,8,1,2,1,1,NA,1,30,6,2,2,7,2,NA,3,4,1,1,1,NA,5,1,7,7,1,1,2,                                ,                                ,BUDDHISM,4,2,1,3,3,1,2,99,5,1,4,2,2.25
1581,2895,30907,301,e,3,24,24017,47900,S,2,2,1,3,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,10,10,8,3,9,9,2,2,2,1,3,3,1,1,NA,2,2,1,1,2,2,2,2,2,2,2,1,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,2,NA,3,25,NA,3,3,3,3,1,"GENERAL PRESSURES FROM PEERS ,",32,NA,NA,NA,9,9,1,1,LOTS OF STRESS ON CHILDREN AND MOTHER ALL BY HER SELF,31,NA,NA,3,2,9,3,NA,1,1,1,1,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,1,62,6,2,1,1,NA,2,4,6,1,1,3,1,2,1,7,1,1,1,1,                                ,                                ,                                ,2,3,2,8,3,1,1,2,2,3,4,1,6
1582,2896,30907,402,c,2,31,31053,0,R,3,1,1,1,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,1,NA,NA,2,2,3,2,10,NA,NA,NA,NA,NA,NA,10,8,1,2,3,3,2,3,2,3,3,3,1,NA,1,3,2,1,1,2,2,2,1,1,2,3,2,2,2,1,BACK THEN THAT WAS OUR BELIEFS - YOU DIDNT DO THAT IN THOSE DAYS,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,3,2,3,2,1,KEEPING UP WITH ALL THEIR ACTIVITIES AND DISCIPLINE,39,27,NA,NA,3,3,2,9,                                ,99,NA,NA,3,3,NA,3,3,3,2,2,1,3,3,3,1,1,2,3,NA,NA,1,1,1,NA,1,78,5,2,1,1,NA,2,4,2,1,1,3,1,2,1,7,2,2,NA,2,                                ,                                ,                                ,2,4,2,1,3,2,1,3,1,5,3,1,5.375
1583,2897,30907,718,e,1,36,36005,35620,U,1,7,1,1,1,1,NA,NA,NA,NA,NA,2,5,NA,1,1,2,NA,1,NA,NA,2,2,2,1,NA,NA,NA,NA,7,NA,NA,10,9,99,1,3,3,2,2,1,1,1,1,2,1,NA,3,2,1,1,1,2,1,3,1,1,2,2,9,2,1,IN LOVE,16,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,1,EDUCTRION,14,NA,NA,NA,1,1,1,1,LACK OF SEX ED UN SCHOOL . OR CONDOM EDUCATION,23,NA,NA,3,1,2,9,NA,1,1,1,1,3,2,NA,1,1,2,2,NA,NA,1,1,1,NA,1,74,7,2,2,1,NA,1,1,6,1,1,1,NA,1,1,7,7,1,1,1,                                ,                                ,                                ,2,4,2,99,3,1,2,99,5,1,4,2,1.375
1584,2898,30907,270,c,3,21,21227,14540,U,1,1,1,2,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,1,2,3,1,10,NA,NA,10,NA,10,NA,10,10,1,3,1,1,2,2,2,1,9,2,2,NA,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,PARENTS QOULD HAVE KILLED YOU,19,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,3,3,3,2,1,DRUGS,29,NA,NA,10,2,2,1,1,GOV''T MAKES IT EASIER TO HAVE CHILDREN,28,NA,NA,2,3,NA,4,4,1,1,1,1,2,2,1,1,1,1,3,NA,NA,1,1,1,NA,1,56,3,2,1,1,NA,1,2,7,1,1,2,NA,3,1,7,7,2,NA,1,                                ,                                ,                                ,5,3,2,1,3,1,2,99,2,5,2,1,13.25
1585,2899,30907,419,e,2,39,39095,45780,S,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,1,NA,2,1,NA,1,2,2,1,NA,NA,10,NA,9,10,NA,10,9,3,2,2,1,2,2,2,2,1,2,2,1,NA,1,2,3,1,1,1,1,2,2,2,1,2,1,2,1,FOR REGLIOUS AND LOVE,13,16,NA,1,HAD LOT OF PROBLEM,98,NA,NA,1,NA,NA,NA,35,NA,1,2,2,2,1,MAKING SURE THEY ARE SAFE IN WORLD,31,NA,NA,8,3,2,1,1,STRUGGLES OF LIFE AND STRESS AT WORK AND NOT BEING HOME ENOUGH,31,NA,NA,2,2,1,3,NA,3,1,1,3,3,2,NA,1,1,2,3,5,1,2,1,1,NA,1,33,2,2,1,1,NA,1,2,2,1,1,2,NA,3,1,7,7,2,NA,1,                                ,                                ,                                ,5,2,1,3,3,1,2,99,4,2,1,1,15.0625
1586,2900,30907,713,c,3,48,48201,26420,U,1,4,1,2,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,2,2,10,NA,NA,10,7,NA,NA,8,8,1,3,3,1,2,2,2,3,1,2,1,NA,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,WE NEVER CONSIDERED ANYTHING ELSE,15,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,21,3,2,2,2,1,THERES SO MUCH MORE CONFUSION ABOUT SO MANY AREAS OF LIFE FOR CHILDREN THESE DAYS,98,NA,NA,10,9,3,1,1,THEY DONT HAVE A GOOD SPIRITUAL BACKGROUND,18,NA,NA,1,2,NA,4,4,3,1,1,3,3,2,1,1,1,2,3,NA,NA,2,1,1,NA,1,65,5,2,1,1,NA,1,2,4,1,1,3,1,2,1,7,1,2,NA,1,                                ,                                ,                                ,2,4,2,1,3,1,1,2,4,4,3,1,1.5625
1587,2901,30907,225,c,3,22,22037,12940,S,2,3,1,3,1,1,1,NA,NA,NA,NA,1,1,NA,2,NA,2,NA,3,NA,1,2,1,1,2,8,NA,NA,9,7,NA,6,7,8,NA,1,1,2,2,2,2,3,1,3,1,2,NA,4,1,1,1,1,1,1,3,1,1,2,2,2,2,1,I WANTED TO,21,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,1,PEER PRESSURE AND THAT KIND OF STUFF,32,NA,NA,7,3,2,1,1,A LOT OF IT IS PARENTING - NOT SPENDING ENOUGH TIME DOING THINGS,25,NA,NA,2,2,4,4,NA,3,1,2,3,3,3,1,4,2,NA,NA,NA,NA,1,1,1,NA,1,52,3,2,1,1,NA,9,4,8,1,1,1,NA,3,1,7,7,1,1,2,                                ,                                ,                                ,1,3,2,4,3,1,2,99,1,3,2,1,5.3125
1588,2902,30907,314,c,2,29,29189,41180,S,2,3,1,4,2,1,1,NA,NA,NA,NA,1,1,NA,2,NA,1,3,2,1,NA,1,1,1,2,9,NA,9,NA,10,7,3,7,9,1,3,2,3,2,3,2,3,1,2,2,NA,1,2,2,1,1,2,2,2,3,2,2,3,2,1,2,1,IT FEELS RIGHT,14,NA,NA,1,I LOOKED IT ASK AS MARRIAGE IN MY OWN FORM,98,NA,NA,2,NA,NA,NA,NA,28,2,1,2,3,1,JUST TO TEACH THEM THAT THEY LIVE IN CHANGEING WORLD,39,NA,NA,7,1,1,2,1,WE LIVE IN A SOCIETY LIKE GOING TO MCDONLD AND ORDERING A VALUE MEAL,98,NA,NA,3,4,NA,1,1,1,1,1,3,2,1,2,2,5,NA,1,1,2,2,1,1,NA,1,24,5,2,2,1,NA,1,3,3,1,1,2,NA,4,1,7,7,1,1,1,                                ,                                ,                                ,4,1,1,1,3,1,2,99,5,2,3,2,5.0625
1589,2905,30907,410,e,3,24,24510,12580,U,1,6,1,2,1,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,2,1,NA,1,2,3,2,NA,NA,10,NA,NA,8,NA,8,8,NA,1,2,2,2,2,1,3,1,3,2,2,NA,2,1,1,1,2,1,3,2,1,2,3,1,1,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,27,NA,2,2,2,2,1,THE ECONOMY AND SOCIETY IN GENERAL AND FAMILY VALUES,13,37,NA,9,2,2,2,1,THE LACK OF FAMILY VALUES,18,NA,NA,1,4,2,3,NA,2,1,1,3,3,2,NA,2,5,NA,1,1,2,2,1,1,NA,1,26,7,2,2,1,NA,1,2,10,1,1,2,NA,5,1,7,7,2,NA,1,                                ,                                ,                                ,1,1,1,3,3,1,2,99,5,1,4,2,3.625
1590,2906,30907,972,c,3,48,48121,19100,S,2,2,1,3,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,1,2,2,10,NA,NA,10,8,NA,10,10,10,99,1,1,1,2,3,1,1,1,3,1,NA,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,BELIEVE IN COMITMENT,10,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,30,3,3,1,3,1,PEIR PRESSURE,32,NA,NA,9,2,2,2,1,COMITMENT,24,NA,NA,3,3,NA,1,2,2,1,1,1,3,2,3,4,4,NA,NA,NA,NA,1,1,1,NA,1,63,7,2,1,2,NA,2,2,10,1,1,2,NA,3,1,7,2,2,NA,2,                                ,                                ,                                ,5,3,2,99,3,1,1,3,3,5,4,1,9.1875
1591,2907,30907,702,p,4,32,32003,29820,S,2,2,1,4,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,2,2,NA,1,9,3,2,NA,NA,10,NA,NA,10,NA,6,8,3,2,3,3,1,2,2,3,3,3,2,2,NA,1,2,1,1,2,1,2,3,2,2,2,1,2,2,1,I DONT KNOW,99,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,3,2,1,TO GET KIDS OFF DRUGS,29,NA,NA,10,3,2,1,1,ECONOMICS,37,NA,NA,4,1,1,3,NA,3,1,2,3,3,3,NA,2,2,NA,2,6,2,3,1,2,55,2,34,3,1,1,1,NA,1,2,2,2,NA,3,2,3,2,7,7,1,1,1,CHILI,                                ,                                ,2,2,1,3,1,1,2,99,2,4,2,3,8.75
1592,2908,30907,661,p,4,6,6029,12540,U,1,5,1,6,2,2,NA,1,NA,NA,NA,2,2,2,NA,NA,NA,NA,2,1,NA,1,1,2,2,NA,9,10,NA,7,8,8,7,8,3,3,3,3,1,2,3,3,3,3,2,NA,2,3,2,2,1,2,1,2,3,2,2,1,3,2,2,NA,                                ,NA,NA,NA,1,"SO WE COULD BE TOGETHER, I WAS PREGNANT, SO HE COULD HELP ME",98,21,NA,2,NA,1,1,NA,25,2,3,3,2,1,THE WHOLE SCHOOL PROCESS,14,NA,NA,8,2,2,2,9,                                ,99,NA,NA,2,4,NA,2,2,2,1,1,3,3,2,NA,1,1,2,3,4,2,2,1,1,NA,2,25,5,1,4,2,NA,2,2,5,1,1,2,NA,9,1,7,7,2,NA,1,                                ,I DONT KNOW MY PARENTS CAME FROM MEXICO,                                ,2,1,1,3,2,1,2,99,1,5,3,3,1
1593,2909,30907,909,p,4,6,6071,40140,S,2,5,1,6,1,2,NA,1,NA,NA,NA,2,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,10,10,10,8,7,2,3,1,2,3,3,1,3,3,1,1,NA,1,2,1,1,2,1,3,3,1,1,2,3,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,25,NA,2,1,2,1,1,GIVING THEM ATTENTION,39,NA,NA,NA,2,3,2,9,                                ,99,NA,NA,3,3,2,2,NA,1,1,1,3,1,1,NA,1,1,2,3,NA,NA,1,1,1,NA,2,21,5,1,1,2,NA,2,2,6,1,1,2,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,3,1,1,7,2,1,2,99,1,3,3,3,1.5
1594,2911,30907,415,p,4,6,6075,41860,U,1,4,1,4,1,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,1,NA,NA,1,1,1,2,NA,9,NA,NA,7,6,3,7,9,2,1,1,1,1,1,1,1,1,1,2,1,NA,4,4,1,1,2,3,1,3,1,1,3,1,2,2,NA,                                ,NA,NA,NA,1,NOT ALLOWED TO GET MARRIED THE LAWS DONT ALLOW FOR IT .. WE DID REGISTER AS PARTNERS,27,NA,NA,2,NA,1,1,33,NA,2,2,3,2,1,HVING ENOUGH TIME ANF ENERGY TO BE WITH AND TEACH THEM AND SPENDING TIME TOGETHER,15,NA,NA,NA,2,2,3,9,,99,NA,NA,4,4,1,1,NA,1,1,1,3,3,2,NA,1,1,2,1,NA,NA,1,1,1,NA,1,37,7,2,1,7,2,NA,2,9,1,1,2,NA,5,1,7,7,2,NA,1,                                ,                                ,BUDDIST,2,2,1,2,3,1,2,99,5,1,4,1,2.4375
1595,2912,30907,765,e,2,18,18157,29140,U,1,1,1,4,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,2,1,NA,1,2,2,2,10,NA,10,NA,10,10,NA,10,10,3,2,3,3,3,3,3,3,1,3,2,NA,1,2,3,1,1,2,2,2,2,2,2,1,2,1,2,1,PREGNANT,18,NA,NA,1,TRIAL RUN,12,NA,NA,1,NA,NA,NA,NA,25,2,2,3,2,1,TEACHING THEM RESPECT FOR OTHER PEOPLE AND PROPERTY.,12,NA,NA,8,2,2,2,1,SEXUAL ACTIVITY,11,NA,NA,3,3,NA,2,1,2,1,2,3,3,2,1,1,1,2,1,7,2,1,1,1,NA,1,46,3,2,1,1,NA,1,5,5,1,1,1,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,6,2,1,3,3,1,2,99,2,4,2,1,9.6875
